class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[You can use your action to create a pact weapon in your empty hand. You can choose the form that this melee weapon takes each time you create it. You are proficient with it while you wield it. This weapon counts as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage. Your pact weapon disappears if it is more than 5 feet away from you for 1 minute or more. It also disappears if you use this feature again, if you dismiss the weapon (no action required), or if you die. You can transform one magic weapon into your pact weapon by performing a special ritual while you hold the weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest. You can then dismiss the weapon, shunting it into an extradimensional space, and it appears whenever you create your pact weapon thereafter. You can't affect an artifact or a sentient weapon in this way. The weapon ceases being your pact weapon if you die, if you perform the 1-hour ritual on a different weapon, or if you use a 1-hour ritual to break your bond to it. The weapon appears at your feet if it is in the extradimensional space when the bond breaks. If you serve the Fiend, your weapon could be an axe made of black metal and adorned with decorative flames.]",,pact-of-the-blade,3,Pact of the Blade,&{[index name url] map[index:pact-boon name:Pact Boon url:/api/features/pact-boon]},[],,,/api/features/pact-of-the-blade
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[Your patron gives you a grimoire called a Book of Shadows. When you gain this feature, choose three cantrips from any class's spell list (the three needn't be from the same list). While the book is on your person, you can cast those cantrips at will. They don't count against your number of cantrips known. If they don't appear on the warlock spell list, they are nonetheless warlock spells for you. If you lose your Book of Shadows, you can perform a 1-hour ceremony to receive a replacement from your patron. This ceremony can be performed during a short or long rest, and it destroys the previous book. The book turns to ash when you die. Your Book of Shadows could be a weighty tome bound in demon hide studded with iron, holding spells of conjuration and a wealth of forbidden lore about the sinister regions of the cosmos, a gift of the Fiend.]",,pact-of-the-tome,3,Pact of the Tome,&{[index name url] map[index:pact-boon name:Pact Boon url:/api/features/pact-boon]},[],,,/api/features/pact-of-the-tome
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,warlock-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/warlock-ability-score-improvement-1
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[Starting at 6th level, you can call on your patron to alter fate in your favor. When you make an ability check or a saving throw, you can use this feature to add a d10 to your roll. You can do so after seeing the initial roll but before any of the roll's effects occur. Once you use this feature, you can't use it again until you finish a short or long rest.]",,dark-ones-own-luck,6,Dark One's Own Luck,,[],,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},/api/features/dark-ones-own-luck
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,warlock-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/warlock-ability-score-improvement-2
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[Starting at 10th level, you can choose one damage type when you finish a short or long rest. You gain resistance to that damage type until you choose a different one with this feature. Damage from magical weapons or silver weapons ignores this resistance.]",,fiendish-resilience,10,Fiendish Resilience,,[],,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},/api/features/fiendish-resilience
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum. You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again. At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.]",,mystic-arcanum-6th-level,11,Mystic Arcanum (6th level),,[],,,/api/features/mystic-arcanum-6th-level
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,warlock-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/warlock-ability-score-improvement-3
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum. You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again. At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.]",,mystic-arcanum-7th-level,13,Mystic Arcanum (7th level),,[],,,/api/features/mystic-arcanum-7th-level
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[Starting at 14th level, when you hit a creature with an attack, you can use this feature to instantly transport the target through the lower planes. The creature disappears and hurtles through a nightmare landscape. At the end of your next turn, the target returns to the space it previously occupied, or the nearest unoccupied space. If the target is not a fiend, it takes 10d10 psychic damage as it reels from its horrific experience. Once you use this feature, you can't use it again until you finish a long rest.]",,hurl-through-hell,14,Hurl Through Hell,,[],,&{[index name url] map[index:fiend name:Fiend url:/api/subclasses/fiend]},/api/features/hurl-through-hell
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum. You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again. At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.]",,mystic-arcanum-8th-level,15,Mystic Arcanum (8th level),,[],,,/api/features/mystic-arcanum-8th-level
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,warlock-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/warlock-ability-score-improvement-4
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum. You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again. At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.]",,mystic-arcanum-9th-level,17,Mystic Arcanum (9th level),,[],,,/api/features/mystic-arcanum-9th-level
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,warlock-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/warlock-ability-score-improvement-5
&{[index name url] map[index:warlock name:Warlock url:/api/classes/warlock]},"[At 20th level, you can draw on your inner reserve of mystical power while entreating your patron to regain expended spell slots. You can spend 1 minute entreating your patron for aid to regain all your expended spell slots from your Pact Magic feature. Once you regain spell slots with this feature, you must finish a long rest before you can do so again.]",,eldritch-master,20,Eldritch Master,,[],,,/api/features/eldritch-master
&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},"[As a student of arcane magic, you have a spellbook containing spells that show the first glimmerings of your true power.]",,spellcasting-wizard,1,Spellcasting: Wizard,,[],/api/classes/wizard/spellcasting,,/api/features/spellcasting-wizard
&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},"[You have learned to regain some of your magical energy by studying your spellbook. Once per day when you finish a short rest, you can choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your wizard level (rounded up), and none of the slots can be 6th level or higher. For example, if you're a 4th-level wizard, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level spell slot or two 1st-level spell slots.]",,arcane-recovery,1,Arcane Recovery,,[],,,/api/features/arcane-recovery
&{[index name url] map[index:wizard name:Wizard url:/api/classes/wizard]},"[When you reach 2nd level, you choose an arcane tradition, shaping your practice of magic through one of eight schools, such as Evocation. Your choice grants you features at 2nd level and again at 6th, 10th, and 14th level.]",,arcane-tradition,2,Arcane Tradition,,[],,,/api/features/arcane-tradition
